Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
39613,Text,2012-05-04,Papeles del doctor Angélico,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
39647,Text,2012-05-07,Heath's Modern Language Series: The Spanish American Reader,en; es,"Nelson, Ernesto",Spanish language -- Readers,PC,Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Literature
39930,Text,2012-06-06,El proletario en España y el Negro en Cuba,es,"Espinosa, Ramón J.",Spain -- Social life and customs; Slavery -- Cuba; Cuba -- Social life and customs,HX,Browsing: Culture/Civilization/Society; Browsing: Sociology
39947,Text,2012-06-08,"Historia de Venezuela, Tomo I",es,"Aguado, Pedro de, active 16th century; Bécker, Jerónimo, 1857-1925 [Contributor]",Venezuela -- History -- To 1556; Venezuela -- History -- 1556-1810,F2301,Browsing: History - American; Browsing: History - General
39948,Text,2012-06-08,"Historia de Venezuela, Tomo II",es,"Aguado, Pedro de, active 16th century; Bécker, Jerónimo, 1857-1925 [Contributor]",Venezuela -- History -- To 1556; Venezuela -- History -- 1556-1810,F2301,Browsing: History - American; Browsing: History - General
39990,Text,2012-06-13,Años de juventud del doctor Angélico,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
40066,Text,2012-06-23,"Páginas sevillanas
Sucesos Históricos, Personajes Célebres, Monumentos Notables, Tradiciones Populares, Cuentos Viejos, Leyendas y Curiosidades.",es,"Chaves Rey, Manuel, 1870-1914; Gestoso y Pérez, José, 1852-1917 [Contributor]",Seville (Spain) -- History; Seville (Spain) -- Social life and customs,DP,Browsing: Culture/Civilization/Society; Browsing: History - European
40182,Text,2012-07-09,Oriente,es,"Blasco Ibáñez, Vicente, 1867-1928","Europe -- Description and travel; Istanbul (Turkey) -- Description and travel; Blasco Ibáñez, Vicente, 1867-1928 -- Travel -- Europe",D; DR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
40358,Text,2012-07-28,Salta,es,"Dávalos, Juan Carlos, 1887-1959",Salta (Argentina),F2801,Browsing: History - General; Browsing: Travel & Geography
40420,Text,2012-08-05,La voz de España contra todos sus enemigos,es,"Avilés, José María","Spanish-American War, 1898; Cuban question; Spain -- Social conditions",E660,Browsing: History - American; Browsing: History - General
40544,Text,2012-08-20,La lucha por la vida: Aurora roja,es,"Baroja, Pío, 1872-1956",Spanish fiction -- 20th century,PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
40595,Text,2012-08-27,"Cocina cómica: Recetas de guisos y postres, poesías culinarias, y otros excesos",es,"Pérez Zúñiga, Juan, 1860-",Cooking -- Humor,PQ,Browsing: Cooking & Drinking; Browsing: Humour
40724,Text,2012-09-10,"Descripción colonial, libro segundo (2/2)",es,"Lizárraga, Reginaldo de, 1545?-1615; Rojas, Ricardo, 1882-1957 [Editor]",South America -- Description and travel; America -- Early accounts to 1600,E011,Browsing: History - General; Browsing: Travel & Geography
40810,Text,2012-09-20,Maximina,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
40827,Text,2012-09-22,"La voz de la conseja, t.1
Selección de las mejores novelas breves y cuentos de los más esclarecidos literatos",es,"Carrere, Emilio, 1881-1947 [Editor]; Baroja, Pío, 1872-1956; Benavente, Jacinto, 1866-1954; Darío, Rubén, 1867-1916; Dicenta, Joaquín, 1862-1917; León, Ricardo, 1877-1943; Mata, Pedro, 1875-1946; Nogales, José, 1860-1908; Palacio Valdés, Armando, 1853-1938; Pardo Bazán, Emilia, condesa de, 1852-1921; Pérez Galdós, Benito, 1843-1920; Répide, Pedro de, 1882-1948; Reyes, Arturo, 1863-1913; Unamuno, Miguel de, 1864-1936",Spanish fiction,PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
41106,Text,2012-10-18,"La voz de la conseja, t.2
Selección de las mejores novelas breves y cuentos de los más esclarecidos literatos",es,"Carrere, Emilio, 1881-1947 [Editor]; Álvarez Quintero, Joaquín, 1873-1944; Álvarez Quintero, Serafín, 1871-1938; Blasco Ibáñez, Vicente, 1867-1928; Echegaray, José, 1832-1916; Espina, Concha, 1869-1955; Fernández-Flórez, Wenceslao, 1885-1964; Gamero, Gutiérrez; Hoyos y Vinent, Antonio de, 1885-1940; Ortega Munilla, J. (José), 1856-1922; Retana, Alvaro; San José, Diego, 1885-1962; San Martín, Bernardo Morales; Trigo, Felipe, 1864-1916",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
41161,Text,2012-10-24,La vida en los campos: novelas cortas,es,"Verga, Giovanni, 1840-1922; Cherif, C. Rivas [Translator]","Italy -- Social life and customs -- Fiction; Short stories, Italian -- Translations into Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
41337,Text,2012-11-10,"Catálogo Monumental de España; Provincia de Álava
Inventario general de los monumentos históricos y artísticos de al nación.",es,"Castro, Cristóbal de, 1880?-1953","Monuments -- Spain -- Alava (Province) -- Catalogs; Art, Spanish -- Spain -- Alava (Province) -- Catalogs",NA,Browsing: Architecture; Browsing: Art & Photography; Browsing: History - General
41575,Text,2012-12-07,Juvenilla; Prosa ligera,es,"Cané, Miguel, 1851-1905",Argentina -- Social life and customs; Argentine literature,PQ,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature
41746,Text,2012-12-31,Flor de mayo,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
41789,Text,2013-01-06,"Diario de la expedicion de 1822 a los campos del sud de Buenos Aires
Desde Moron hasta la Sierra de la Ventana",es,"García, Pedro Andrés, 1758-1833; Reyes, José Maria de los",Argentina -- Description and travel; Argentina -- Discovery and exploration; Buenos Aires (Argentina : Province) -- Description and travel; Indians of South America -- Argentina,F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
41842,Text,2013-01-13,El aceite de olivas,es,"Bizzarri, Alessandro; Pequeño, Diego [Translator]",Olive oil,TP,Browsing: Cooking & Drinking; Browsing: Science - General
41853,Text,2013-01-16,Rafael Cordero: Elogio Póstumo,es,"Brau, Salvador, 1842-1912","Cordero, Rafael, 1790-1868; Teachers -- Puerto Rico -- Biography",LA,Browsing: Biographies; Browsing: Teaching & Education
41884,Text,2013-01-20,"La situacion de Puerto-Rico
Las falacias de los conservadores y los compromisos del partido radical",es,Anonymous,Slavery -- Puerto Rico; Puerto Rico -- Politics and government -- To 1898,F1951,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics
42023,Text,2013-02-05,"La web, una enciclopedia multilingüe",es,"Lebert, Marie",World Wide Web,TK,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference
42065,Text,2013-02-10,Proceso del Dr. José Rizal Mercado y Alonso,es,"De los Santos, Epifanio, 1871-1928 [Editor]","Rizal, José, 1861-1896; Trials (Political crimes and offenses) -- Philippines",DS; KP,Browsing: History - General; Browsing: Politics
42321,Text,2013-03-13,"Lo que dice la historia
Cartas al señor Ministro de Ultramar",es,"Brau, Salvador, 1842-1912",Puerto Rico -- History; Puerto Rico -- Politics and government -- To 1898,F1951,Browsing: History - American; Browsing: History - General; Browsing: Politics
42323,Text,2013-03-13,La guerra injusta; cartas de un español,es,"Palacio Valdés, Armando, 1853-1938","World War, 1914-1918 -- France",D501,Browsing: History - General; Browsing: History - Warfare
42376,Text,2013-03-20,Semblanzas literarias,es,"Palacio Valdés, Armando, 1853-1938","Spanish literature; Authors, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
42424,Text,2013-03-28,Sonata de estío: memorias del marqués de Bradomín,es,"Valle-Inclán, Ramón del, 1866-1936",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
42440,Text,2013-03-30,Sonata de primavera: memorias del marqués de Bradomín,es,"Valle-Inclán, Ramón del, 1866-1936",Man-woman relationships -- Fiction; Aristocracy (Social class) -- Fiction; Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
42456,Text,2013-04-01,El Jayón: Drama en tres actos,es,"Espina, Concha, 1869-1955",Drama,PQ,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
42642,Text,2013-05-04,"Cocina del tiempo, ó arte de preparar sabrosos y exquisitos platos propios de cada estación",es,"Ruiz Contreras, Luis, 1863-1953",Cookbooks; Seasonal cooking,TX,Browsing: Cooking & Drinking
42705,Text,2013-05-13,La emancipacion de los esclavos en los Estados Unidos,es,"Labra, Rafael M. de (Rafael María), 1841-1918","Reconstruction (U.S. history, 1865-1877); Enslaved persons -- Emancipation -- United States; Freed persons",E456,Browsing: History - American; Browsing: History - General
42727,Text,2013-05-17,La alegría del capitán Ribot,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
43017,Text,2013-06-23,Mala Hierba,es,"Baroja, Pío, 1872-1956",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
43030,Text,2013-06-24,La maja desnuda,es,"Blasco Ibáñez, Vicente, 1867-1928",Madrid (Spain) -- Fiction; Widowers -- Fiction; Man-woman relationships -- Fiction; Husband and wife -- Fiction; Painters -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
43033,Text,2013-06-25,La lucha por la vida: Mala hierba,es,"Baroja, Pío, 1872-1956",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
43276,Text,2013-07-21,"Almacen de recetas escogidas y probadas
ó sea tratado de jarabes, aguas destiladas, licores por destilación, vinos por imitación y helados",es,Anonymous,"Ice cream, ices, etc.; Liquors; Formulas, recipes, etc.; Syrups",TP; TX,Browsing: Cooking & Drinking
43400,Text,2013-08-04,Música y Músicos Portorriqueños,es,"Callejo Ferrer, Fernando, 1862-1926",Music -- Puerto Rico -- History and criticism; Musicians -- Puerto Rico,ML,Browsing: Culture/Civilization/Society; Browsing: Music
43401,Text,2013-08-04,A Flor De Piel: Frases,es,"Sánchez Galarraga, Gustavo, 1892?-1934",Philosophy; Maxims,PQ,Browsing: Literature; Browsing: Philosophy & Ethics
43432,Text,2013-08-09,La lucha por la vida: La busca,es,"Baroja, Pío, 1872-1956",Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
43493,Text,2013-08-17,La Experiencia Abolicionista de Puerto Rico,es,Sociedad Abolicionista Española,Antislavery movements -- Puerto Rico,HT,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Sociology
43861,Text,2013-10-01,Granos de oro: Pensamientos Seleccionados en las Obras de José Martí,es,"Martí, José, 1853-1895; Argilagos, Rafael G. (Rafael Graciano), 1885-1967 [Editor]","Martí, José, 1853-1895 -- Selections",PQ,Browsing: Literature
43950,Text,2013-10-14,Cincuenta y cuatro Canciones Españolas del siglo XVI: Cancionero de Uppsala,es,"Mitjana, Rafael, 1869-1921 [Editor]","Ballads, Spanish; Villancicos (Music); Folk songs, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Music
44112,Text,2013-11-05,"Argentina, Legend and History",en; es,"Laguardia, Garibaldi G. B. [Editor]; Blasco Ibáñez, Vicente, 1867-1928; Bunge, Carlos O. (Carlos Octavio), 1875-1918; Drago, Luis María, 1859-1921; Gorriti, Juana Manuela, 1818-1892; Goyena, Pedro, 1843-1892; Gutiérrez, Juan María, 1809-1878; Lacasa, Pedro, 1810-1869; López, Lucio Vicente, 1848-1894; López, Vicente Fidel, 1815-1903; López y Planes, Vicente, 1784-1856; Mitre, Bartolomé, 1821-1906; Sarmiento, Domingo Faustino, 1811-1888; Sastre, Marcos, 1808-1887; Laguardia, Cincinato G. B. [Editor]",Spanish language -- Readers; Argentina; Argentina -- History,PC; F2801,Browsing: History - American; Browsing: Language & Communication
44120,Text,2013-11-06,"La Caza de La Perdiz Con Escopeta, Al Vuelo y con Perro de Muestra",es,"Saurí, Manuel",Partridge shooting -- Spain,SK,Browsing: Nature/Gardening/Animals; Browsing: Sports/Hobbies/Motoring
44173,Text,2013-11-13,Filosofía Americana: Ensayos,es,"Molina, Enrique, 1871-1964","National characteristics, American; Philosophy, American",E151,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Philosophy & Ethics
44305,Text,2013-11-28,El Mulato Plácido o El Poeta Mártir,es,"Lemoine, Joaquín",Historical fiction,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
44309,Text,2013-11-30,Escuela de Humorismo: Novelas.—Cuentos.,es,"Díaz-Caneja, Guillermo, 1876-1933","Spanish fiction; Humorous stories, Spanish",PQ,Browsing: Humour; Browsing: Literature; Browsing: Fiction
44358,Text,2013-12-05,La Tía Tula (Novela),es,"Unamuno, Miguel de, 1864-1936",Single women -- Fiction; Aunts -- Fiction; Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44512,Text,2013-12-25,Abel Sánchez: Una Historia de Pasión,es,"Unamuno, Miguel de, 1864-1936",Male friendship -- Fiction; Spanish fiction -- 20th century; Envy -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44529,Text,2013-12-27,Dulce Nombre (Novela),es,"Espina, Concha, 1869-1955",Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44584,Text,2014-01-04,Los monfíes de las Alpujarras: novela original,es,"Fernández y González, Manuel, 1821-1888",Historical fiction,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
44918,Text,2014-02-15,Hombres y glorias de América,es,"Piñeyro, Enrique, 1839-1911","Lincoln, Abraham, 1809-1865; Motley, John Lothrop, 1814-1877; United States -- Politics and government -- 1861-1865; Luz y Caballero, José de la, 1800-1862; Mitre, Bartolomé, 1821-1906. Historia de San Martín y de la emancipación sudamericana; Bello, Andrés, 1781-1865; Anghiera, Pietro Martire d', 1457-1526; Heredia, José María, 1803-1839; Vera y Figueroa, Juan Antonio de, conde de la Roca, 1588-1658. Centón epistolario",E011,Browsing: History - American; Browsing: History - General; Browsing: Politics
45151,Text,2014-03-16,Historia de la Conquista de la Habana (1762),es,"Guiteras, Pedro José, 1814-1890","Havana (Cuba) -- History -- Siege, 1762",F1751,Browsing: History - American; Browsing: History - General
45171,Text,2014-03-18,Mis contemporaneos; 1 Vicente Blasco Ibáñez,es,"Zamacois, Eduardo, 1873-1971","Blasco Ibáñez, Vicente, 1867-1928",PQ,Browsing: Language & Communication; Browsing: Literature
45180,Text,2014-03-20,Poetas de color,es,"Calcagno, Francisco, 1827-1903","Poets, Cuban; Authors, Black -- Cuba",PQ,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
45183,Text,2014-03-21,"Diario de un viage a Salinas Grandes, en los campos del sud de Buenos Aires",es,"García, Pedro Andrés, 1758-1833",Buenos Aires (Argentina : Province) -- Description and travel,F2801,Browsing: History - American; Browsing: Travel & Geography
45250,Text,2014-03-28,"Los Indios, su Historia y su Civilización",es,"Batres Jáuregui, Antonio",Indians; Indians of Central America -- Guatemala,F1461,Browsing: Culture/Civilization/Society; Browsing: History - American
45438,Text,2014-04-19,La isla del tesoro,es,"Stevenson, Robert Louis, 1850-1894; Caballero, Manuel [Translator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,PR; PZ,Browsing: Literature; Browsing: Fiction
45508,Text,2014-04-27,La Política de los Estados Unidos en el Continente Americano,es,"Cárdenas y Echarte, Raúl de, 1884-1979",United States -- Territorial expansion; Latin America -- Foreign relations -- United States; United States -- Foreign relations -- Latin America; Monroe doctrine,E151,Browsing: History - American; Browsing: History - General; Browsing: Politics
